ArrayId;Date;Stim;Therm;Side;Line;DayP;Anesthesie;CSF;Deep;FileName;CodeName;NewFileName
32;2024.05.28_M2;Thq;cool;Wcont;WT;P6;0;1;407;allego_23__uid0528-20-58-29;Thq_cool_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;339
32;2024.05.28_M2;Thq;cool;Wipsi;WT;P6;0;1;407;allego_24__uid0528-21-10-11;Thq_cool_Wipsi_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;340
32;2024.05.28_M2;Thq;hot;Wipsi;WT;P6;0;1;407;allego_25__uid0528-21-20-57;Thq_hot_Wipsi_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;341
33;2024.05.29;Tac;none;Wcont;WT;P7;0;1;407;allego_0__uid0529-14-19-11;Tac_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;342
33;2024.05.29;Tac;none;Wcont;WT;P7;0;1;407;allego_1__uid0529-14-28-05;Tac_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;343
33;2024.05.29;Tac;none;Wipsi;WT;P7;0;1;407;allego_2__uid0529-14-38-10;Tac_Wipsi_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;344
33;2024.05.29;Tac;none;Wipsi;WT;P7;0;1;407;allego_3__uid0529-14-47-06;Tac_Wipsi_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;345
33;2024.05.29;Thq;hot;Wcont;WT;P7;0;1;407;allego_4__uid0529-15-04-15;Thq_hot_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;346
33;2024.05.29;Thq;cool;Wcont;WT;P7;0;1;407;allego_5__uid0529-15-15-14;Thq_cool_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;347
33;2024.05.29;Thq;hot;Wcont;WT;P7;0;1;407;allego_6__uid0529-15-26-31;Thq_hot_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;348
33;2024.05.29;Thq;cool;Wcont;WT;P7;0;1;407;allego_7__uid0529-15-39-59;Thq_cool_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;349
33;2024.05.29;Thq;cool;Wcont;WT;P7;0;1;407;allego_9__uid0529-15-52-58;Thq_cool_Wcont_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;350
33;2024.05.29;Thq;cool;Wipsi;WT;P7;0;1;407;allego_10__uid0529-16-05-22;Thq_cool_Wipsi_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;351
33;2024.05.29;Thq;hot;Wipsi;WT;P7;0;1;407;allego_11__uid0529-16-16-18;Thq_hot_Wipsi_WT_P7_F_3,9g_Buz32_Z407_ACSF37_TTLtemp;352
34;2024.05.30;Tac;none;Wcont;WT;P14;0;1;450;allego_0__uid0530-14-38-09;Tac_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;353
34;2024.05.30;Tac;none;Wcont;WT;P14;0;1;450;allego_1__uid0530-14-47-19;Tac_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;354
34;2024.05.30;Tac;none;Wipsi;WT;P14;0;1;450;allego_2__uid0530-14-57-50;Tac_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;355
34;2024.05.30;Tac;none;Wipsi;WT;P14;0;1;450;allego_3__uid0530-15-06-43;Tac_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;356
34;2024.05.30;Thq;hot;Wcont;WT;P14;0;1;450;allego_4__uid0530-15-29-58;Thq_hot_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;357
34;2024.05.30;Thq;cool;Wcont;WT;P14;0;1;450;allego_5__uid0530-15-41-05;Thq_cool_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;358
34;2024.05.30;Thq;hot;Wcont;WT;P14;0;1;450;allego_6__uid0530-15-52-07;Thq_hot_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;359
34;2024.05.30;Thq;cool;Wcont;WT;P14;0;1;450;allego_7__uid0530-16-03-09;Thq_cool_Wcont_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;360
34;2024.05.30;Thq;cool;Wipsi;WT;P14;0;1;450;allego_8__uid0530-16-14-17;Thq_cool_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;361
34;2024.05.30;Thq;none;Wipsi;WT;P14;0;1;450;allego_9__uid0530-16-27-53;Thq_undertermined_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;362
34;2024.05.30;Thq;none;Wipsi;WT;P14;0;1;450;allego_10__uid0530-16-38-53;Thq_undertermined_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;363
34;2024.05.30;Thq;hot;Wipsi;WT;P14;0;1;450;allego_11__uid0530-16-52-06;Thq_hot_Wipsi_WT_P14_F_3,9g_Buz32_Z450_ACSF37_TTLtemp;364
35;2024.06.06;Tac;none;Wcont;WT;P15;0;1;507;allego_0__uid0606-15-04-12;Tac_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;365
35;2024.06.06;Tac;none;Wcont;WT;P15;0;1;507;allego_1__uid0606-15-13-07;Tac_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;366
35;2024.06.06;Tac;none;Wipsi;WT;P15;0;1;507;allego_2__uid0606-15-24-04;Tac_Wipsi_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;367
35;2024.06.06;Tac;none;Wipsi;WT;P15;0;1;507;allego_3__uid0606-15-33-01;Tac_Wipsi_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;368
35;2024.06.06;Tac;none;Wcont;WT;P15;0;1;507;allego_4__uid0606-15-43-55;Tac_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;369
35;2024.06.06;Thq;hot;Wcont;WT;P15;0;1;507;allego_5__uid0606-15-59-23;Thq_hot_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;370
35;2024.06.06;Thq;cool;Wcont;WT;P15;0;1;507;allego_6__uid0606-16-10-12;Thq_cool_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;371
35;2024.06.06;Thq;hot;Wcont;WT;P15;0;1;507;allego_7__uid0606-16-21-26;Thq_hot_Wcont_WT_P15_M_7,9g_Buz32_Z507_ACSF37_TTLtemp;372
36;2024.06.07;Tac;none;Wcont;WT;P16;0;1;470;allego_0__uid0607-15-23-02;Tac_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;373
36;2024.06.07;Tac;none;Wcont;WT;P16;0;1;470;allego_1__uid0607-15-31-45;Tac_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;374
36;2024.06.07;Thq;cool;Wcont;WT;P16;0;1;470;allego_2__uid0607-15-42-55;Thq_cool_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;375
36;2024.06.07;Thq;cool;Wcont;WT;P16;0;1;470;allego_3__uid0607-15-53-15;Thq_cool_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;376
36;2024.06.07;Thq;hot;Wcont;WT;P16;0;1;470;allego_4__uid0607-16-03-50;Thq_hot_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;377
36;2024.06.07;Thq;hot;Wcont;WT;P16;0;1;470;allego_5__uid0607-16-14-44;Thq_hot_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;378
36;2024.06.07;Tac;none;Wipsi;WT;P16;0;1;470;allego_6__uid0607-16-27-42;Tac_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;379
36;2024.06.07;Tac;none;Wipsi;WT;P16;0;1;470;allego_7__uid0607-16-36-23;Tac_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;380
36;2024.06.07;Thq;cool;Wipsi;WT;P16;0;1;470;allego_8__uid0607-16-48-32;Thq_cool_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;381
36;2024.06.07;Thq;hot;Wipsi;WT;P16;0;1;470;allego_9__uid0607-16-59-06;Thq_hot_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp;382
36;2024.06.07;Thq;cool;Wcont;WT;P16;1;1;470;allego_10__uid0607-17-20-55;Thq_cool_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;383
36;2024.06.07;Thq;cool;Wcont;WT;P16;1;1;470;allego_11__uid0607-17-31-43;Thq_cool_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;384
36;2024.06.07;Thq;hot;Wcont;WT;P16;1;1;470;allego_12__uid0607-17-45-44;Thq_hot_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;385
36;2024.06.07;Thq;hot;Wcont;WT;P16;1;1;470;allego_14__uid0607-18-02-22;Thq_hot_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;386
36;2024.06.07;Tac;none;Wcont;WT;P16;1;1;470;allego_15__uid0607-18-16-03;Tac_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;387
36;2024.06.07;Tac;none;Wcont;WT;P16;1;1;470;allego_16__uid0607-18-24-51;Tac_Wcont_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;388
36;2024.06.07;Tac;none;Wipsi;WT;P16;1;1;470;allego_17__uid0607-18-35-18;Tac_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;389
36;2024.06.07;Tac;none;Wipsi;WT;P16;1;1;470;allego_18__uid0607-18-44-05;Tac_Wipsi_WT_P16_M_8,1g_Buz32_Z470_ACSF37_TTLtemp_AnestDZ7;390
